frame.number,frame.time,eth.src,eth.dst,_ws.col.protocol,goose.float_value
"2177","2026-01-24T00:33:37.675547780+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2178","2026-01-24T00:33:37.676087650+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2179","2026-01-24T00:33:37.725949484+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2180","2026-01-24T00:33:37.726508986+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2181","2026-01-24T00:33:37.776422593+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2182","2026-01-24T00:33:37.776714118+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2183","2026-01-24T00:33:37.826702670+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2184","2026-01-24T00:33:37.827271919+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2185","2026-01-24T00:33:37.876909284+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2186","2026-01-24T00:33:37.877513919+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2187","2026-01-24T00:33:37.927606456+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2188","2026-01-24T00:33:37.928183651+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2189","2026-01-24T00:33:37.978123582+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2190","2026-01-24T00:33:37.978318321+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2191","2026-01-24T00:33:38.028624151+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2192","2026-01-24T00:33:38.028683012+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2193","2026-01-24T00:33:38.041027626+0100","00:30:a7:00:00:04","01:0c:cd:01:00:06","GOOSE","5.00530577"
"2194","2026-01-24T00:33:38.079216624+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2195","2026-01-24T00:33:38.079226617+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2196","2026-01-24T00:33:38.129506204+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2197","2026-01-24T00:33:38.129523120+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2198","2026-01-24T00:33:38.180010951+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2199","2026-01-24T00:33:38.180014848+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2200","2026-01-24T00:33:38.230389728+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2201","2026-01-24T00:33:38.230391011+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2202","2026-01-24T00:33:38.280905868+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2203","2026-01-24T00:33:38.280910952+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2204","2026-01-24T00:33:38.331254834+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2205","2026-01-24T00:33:38.331281573+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2206","2026-01-24T00:33:38.381924524+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2207","2026-01-24T00:33:38.381924695+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2208","2026-01-24T00:33:38.432152739+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2209","2026-01-24T00:33:38.432152749+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2210","2026-01-24T00:33:38.482568494+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2211","2026-01-24T00:33:38.482586639+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2212","2026-01-24T00:33:38.532847206+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2213","2026-01-24T00:33:38.532855048+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2214","2026-01-24T00:33:38.564097329+0100","b4:b1:5a:0a:b4:01","01:0c:cd:01:00:06","GOOSE","5.00530577"
"2215","2026-01-24T00:33:38.583383235+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2216","2026-01-24T00:33:38.583432828+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2217","2026-01-24T00:33:38.633673145+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2218","2026-01-24T00:33:38.633726916+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2219","2026-01-24T00:33:38.683830407+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2220","2026-01-24T00:33:38.683897592+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2221","2026-01-24T00:33:38.734241253+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2222","2026-01-24T00:33:38.734241284+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2223","2026-01-24T00:33:38.784646508+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2224","2026-01-24T00:33:38.784666536+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2225","2026-01-24T00:33:38.835071232+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2226","2026-01-24T00:33:38.835088224+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2227","2026-01-24T00:33:38.885301410+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2228","2026-01-24T00:33:38.885759578+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2229","2026-01-24T00:33:38.935935985+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2230","2026-01-24T00:33:38.936468482+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2231","2026-01-24T00:33:38.986205697+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2232","2026-01-24T00:33:38.987215429+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2233","2026-01-24T00:33:39.036537347+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2234","2026-01-24T00:33:39.037380871+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2235","2026-01-24T00:33:39.061057885+0100","00:30:a7:00:00:04","01:0c:cd:01:00:06","GOOSE","5.0039978"
"2236","2026-01-24T00:33:39.086835052+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2237","2026-01-24T00:33:39.088063753+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2238","2026-01-24T00:33:39.137443739+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2239","2026-01-24T00:33:39.138388878+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2240","2026-01-24T00:33:39.188077392+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2241","2026-01-24T00:33:39.188591295+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2242","2026-01-24T00:33:39.238720705+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2243","2026-01-24T00:33:39.239328843+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2244","2026-01-24T00:33:39.289123777+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2245","2026-01-24T00:33:39.289657596+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2246","2026-01-24T00:33:39.339461837+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2247","2026-01-24T00:33:39.339996664+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2248","2026-01-24T00:33:39.389733833+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2249","2026-01-24T00:33:39.390271825+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2250","2026-01-24T00:33:39.440086640+0100","00:30:a7:00:00:03","01:0c:cd:01:00:01","IEC61850 Sampled Values",
"2251","2026-01-24T00:33:39.440647059+0100","b4:b1:5a:00:00:02","01:0c:cd:01:00:01","IEC61850 Sampled Values",
